Date,Close,High,Low,Open,Volume
2011-02-22,10.145776748657227,10.349225885558885,10.119110253912082,10.251845853891822,872555600
2011-02-23,10.265926361083984,10.326450622383339,10.145773948955824,10.150568940071905,671854400
2011-02-24,10.27371883392334,10.341735236793543,10.138586139384309,10.307877453941426,499900800
2011-02-25,10.431920051574707,10.44000984795769,10.331244451824494,10.345026949351274,380018800
2011-02-28,10.583231925964355,10.638363510214585,10.520609019865015,10.524204662328959,403074000
2011-03-01,10.466374397277832,10.658437203262237,10.417534794517978,10.650946682620091,456136800
2011-03-02,10.55057430267334,10.61739214015287,10.439111761276767,10.485854323823364,602590800
2011-03-03,10.773496627807617,10.780387875615139,10.664431209848452,10.702484691442963,500788400
2011-03-04,10.78668212890625,10.795371199085269,10.719265025558704,10.788779187187945,453266800
2011-03-07,10.647653579711914,10.836720061849498,10.526303436340134,10.82862946555246,546123200
2011-03-08,10.659635543823242,10.708775182506827,10.554465019602896,10.634166814015929,356316800
2011-03-09,10.561062812805176,10.629678482432443,10.50503269668526,10.62758062348163,453306000
2011-03-10,10.387273788452148,10.480159621938594,10.334239260335474,10.460682824504119,507539200
2011-03-11,10.546675682067871,10.55656409838148,10.337235520114572,10.347122336231351,471080400
2011-03-14,10.593722343444824,10.68121473899974,10.526306025046832,10.582336138518148,435957200
2011-03-15,10.350123405456543,10.422333914839639,10.190420501200645,10.250346294886935,721081200
2011-03-16,9.888089179992676,10.277309059746374,9.775728157939021,10.24734617387196,1162011200
2011-03-17,10.02682113647461,10.175737086366887,9.90756804173275,10.09243962219105,659422400
2011-03-18,9.907869338989258,10.133490787687801,9.887794061076072,10.10143003039398,753214000
2011-03-21,10.166447639465332,10.17963086355181,10.045396726789269,10.067270621509193,409402000
2011-03-22,10.223374366760254,10.265922797269404,10.161650779035243,10.264124976261975,325922800
2011-03-23,10.163153648376465,10.194015055201975,10.066072873239579,10.165849980975292,372996400
2011-03-24,10.33633804321289,10.367200244857981,10.153264291956317,10.242853727696492,404712000
2011-03-25,10.53319263458252,10.548772950150587,10.39775918331551,10.429220651438941,448910000
2011-03-28,10.500237464904785,10.616495012587537,10.500237464904785,10.581437886085393,309355200
2011-03-29,10.515816688537598,10.515816688537598,10.368998595802708,10.41693890359829,352900800
2011-03-30,10.446002006530762,10.513419911507189,10.410346414242786,10.506227825539218,329406000
2011-03-31,10.442408561706543,10.481060528281432,10.368999508874852,10.377987817316392,274019200
2011-04-01,10.324051856994629,10.53469219021083,10.286298408937364,10.520310419583328,418661600
2011-04-04,10.223078727722168,10.325252924022708,10.139482021702927,10.31656385281142,460084800
2011-04-05,10.154165267944336,10.254840893735254,10.06757218027695,10.097235841485402,482731200
2011-04-06,10.128693580627441,10.304276800788912,10.101727060147692,10.223976513140288,402539200
